Date,Scope,Country,State,"# Players",Rank,Faction,"Ship Points","# Ships","# Uniques","# Large","# Small",Skill,Attack,Agility,Hull,Shields,List
"2016-05-21","Regional","United States of America","North Carolina",109,5,scum,70,3,1,2,1,11,5,6,14,9,"Palob Godalhi, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","North Carolina",109,7,rebel,77,3,3,1,2,17,9,4,14,10,"Kanan Jarrus, Airen Cracken, Ezra Bridger"
"2016-05-21","Regional","United States of America","North Carolina",109,8,imperial,74,3,2,1,2,19,9,7,11,5,"Carnor Jax, Soontir Fel, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,9,rebel,68,2,2,2,0,10,4,4,10,10,"Dash Rendar, Eaden Vrill"
"2016-05-21","Regional","United States of America","North Carolina",109,10,imperial,74,2,2,1,1,11,7,2,14,6,"""Whisper"", Captain Oicunn"
"2016-05-21","Regional","United States of America","North Carolina",109,11,imperial,72,3,2,1,2,18,8,7,10,7,"Omicron Group Pilot, Carnor Jax, The Inquisitor"
"2016-05-21","Regional","United States of America","North Carolina",109,12,imperial,73,3,2,1,2,19,8,7,10,7,"The Inquisitor, Soontir Fel, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,13,scum,75,3,0,3,0,9,6,6,15,12,"Contracted Scout, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","North Carolina",109,14,imperial,82,4,3,1,3,22,10,10,14,6,"""Omega Leader"", Omicron Group Pilot, ""Wampa"", Carnor Jax"
"2016-05-21","Regional","United States of America","North Carolina",109,15,scum,75,3,0,3,0,9,6,6,15,12,"Contracted Scout, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","North Carolina",109,16,scum,80,3,1,2,1,11,7,7,14,9,"Guri, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","North Carolina",109,18,imperial,73,3,2,1,2,19,8,7,10,7,"Omicron Group Pilot, The Inquisitor, Soontir Fel"
"2016-05-21","Regional","United States of America","North Carolina",109,19,imperial,81,3,3,0,3,26,7,9,8,4,"Darth Vader, The Inquisitor, Soontir Fel"
"2016-05-21","Regional","United States of America","North Carolina",109,20,imperial,72,3,3,1,2,21,8,7,11,6,"Captain Yorr, ""Omega Leader"", Soontir Fel"
"2016-05-21","Regional","United States of America","North Carolina",109,21,rebel,83,3,3,1,2,14,10,4,15,10,"Kanan Jarrus, Biggs Darklighter, Ezra Bridger"
"2016-05-21","Regional","United States of America","North Carolina",109,22,imperial,89,5,2,0,5,29,10,15,15,2,"Black Squadron Pilot, Black Squadron Pilot, Black Squadron Pilot, ""Howlrunner"", Darth Vader"
"2016-05-21","Regional","United States of America","North Carolina",109,23,scum,77,3,2,0,3,15,8,5,13,8,"Guri, Drea Renthal, Gand Findsman"
"2016-05-21","Regional","United States of America","North Carolina",109,25,imperial,75,3,2,1,2,19,7,7,10,9,"Darth Vader, The Inquisitor, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,26,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","North Carolina",109,27,rebel,65,2,2,1,1,15,4,3,10,9,"Miranda Doni, Dash Rendar"
"2016-05-21","Regional","United States of America","North Carolina",109,28,rebel,86,4,0,0,4,8,11,5,14,16,"Blue Squadron Novice, Blue Squadron Pilot, Blue Squadron Pilot, Gold Squadron Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,29,imperial,92,6,3,0,6,31,12,18,18,0,"""Howlrunner"", Black Squadron Pilot, Black Squadron Pilot, Academy Pilot, ""Scourge"", ""Mauler Mithel"""
"2016-05-21","Regional","United States of America","North Carolina",109,31,imperial,74,3,2,1,2,19,9,7,11,5,"Soontir Fel, Carnor Jax, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,32,rebel,81,3,3,1,2,13,10,4,15,10,"Kanan Jarrus, ""Zeb"" Orrelios (Attack Shuttle), Biggs Darklighter"
"2016-05-21","Regional","United States of America","North Carolina",109,33,scum,78,3,3,1,2,23,7,5,11,10,"N'dru Suhlak, Zuckuss, Dengar"
"2016-05-21","Regional","United States of America","North Carolina",109,34,scum,75,3,0,3,0,9,6,6,15,12,"Contracted Scout, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","North Carolina",109,35,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-05-21","Regional","United States of America","North Carolina",109,36,scum,78,3,1,2,1,13,7,5,14,12,"Zuckuss, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","North Carolina",109,37,rebel,91,4,2,1,3,10,11,8,16,12,"""Chopper"", Ezra Bridger, Prototype Pilot, Prototype Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,38,rebel,96,4,0,0,4,8,12,8,12,12,"Blue Squadron Novice, Blue Squadron Novice, Blue Squadron Novice, Blue Squadron Novice"
"2016-05-21","Regional","United States of America","North Carolina",109,38,scum,76,3,2,2,1,11,6,5,15,11,"Palob Godalhi, Manaroo, Trandoshan Slaver"
"2016-05-21","Regional","United States of America","North Carolina",109,39,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","North Carolina",109,40,imperial,86,2,1,2,0,11,6,0,24,8,"Patrol Leader, Rear Admiral Chiraneau"
"2016-05-21","Regional","United States of America","North Carolina",109,41,scum,70,3,1,2,1,11,5,6,14,9,"Contracted Scout, Contracted Scout, Palob Godalhi"
"2016-05-21","Regional","United States of America","North Carolina",109,42,scum,77,3,3,1,2,14,6,7,13,6,"Palob Godalhi, Manaroo, Guri"
"2016-05-21","Regional","United States of America","North Carolina",109,43,rebel,83,3,3,1,2,14,10,4,15,10,"Biggs Darklighter, Ezra Bridger, Kanan Jarrus"
"2016-05-21","Regional","United States of America","North Carolina",109,44,imperial,78,3,2,1,2,17,9,6,9,9,"""Whisper"", The Inquisitor, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,45,rebel,83,3,3,1,2,14,10,4,15,10,"Kanan Jarrus, Biggs Darklighter, Ezra Bridger"
"2016-05-21","Regional","United States of America","North Carolina",109,46,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2016-05-21","Regional","United States of America","North Carolina",109,47,rebel,74,3,3,0,3,19,7,3,13,11,"Nera Dantels, ""Dutch"" Vander, Horton Salm"
"2016-05-21","Regional","United States of America","North Carolina",109,49,scum,77,3,2,1,2,17,7,4,14,11,"Kavil, Contracted Scout, Zuckuss"
"2016-05-21","Regional","United States of America","North Carolina",109,50,rebel,73,2,2,2,0,11,6,2,15,11,"Dash Rendar, ""Chopper"""
"2016-05-21","Regional","United States of America","North Carolina",109,51,scum,68,2,2,2,0,16,5,3,11,10,"Dengar, Bossk"
"2016-05-21","Regional","United States of America","North Carolina",109,52,rebel,96,4,0,0,4,8,12,8,12,12,"Blue Squadron Novice, Blue Squadron Novice, Blue Squadron Novice, Blue Squadron Novice"
"2016-05-21","Regional","United States of America","North Carolina",109,53,rebel,84,3,3,1,2,15,10,4,15,10,"Biggs Darklighter, Kanan Jarrus, Sabine Wren (Attack Shuttle)"
"2016-05-21","Regional","United States of America","North Carolina",109,55,imperial,90,5,5,0,5,34,10,15,15,2,"""Omega Leader"", ""Howlrunner"", ""Zeta Leader"", ""Scourge"", ""Wampa"""
"2016-05-21","Regional","United States of America","North Carolina",109,56,scum,87,3,1,3,0,10,8,4,17,16,"Latts Razzi, Contracted Scout, Trandoshan Slaver"
"2016-05-21","Regional","United States of America","North Carolina",109,57,scum,75,2,2,2,0,14,6,5,10,8,"IG-88B, Boba Fett (Firespray-31)"
"2016-05-21","Regional","United States of America","North Carolina",109,58,scum,63,2,2,2,0,16,4,4,10,8,"Dengar, Tel Trevura"
"2016-05-21","Regional","United States of America","North Carolina",109,59,scum,82,3,1,2,1,12,8,4,15,14,"Zuckuss, Trandoshan Slaver, Contracted Scout"
"2016-05-21","Regional","United States of America","North Carolina",109,60,scum,76,4,1,2,2,9,8,8,14,12,"Contracted Scout, Binayre Pirate, Binayre Pirate, Manaroo"
"2016-05-21","Regional","United States of America","North Carolina",109,61,rebel,69,3,1,0,3,16,6,3,15,10,"Miranda Doni, Gray Squadron Pilot, Gray Squadron Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,62,imperial,73,3,2,1,2,19,8,7,10,7,"Omicron Group Pilot, The Inquisitor, Soontir Fel"
"2016-05-21","Regional","United States of America","North Carolina",109,63,rebel,90,3,1,2,1,10,11,2,22,14,"Lothal Rebel, Lothal Rebel, Ezra Bridger"
"2016-05-21","Regional","United States of America","North Carolina",109,64,rebel,92,4,1,1,3,11,10,9,16,12,"Green Squadron Pilot, Green Squadron Pilot, ""Chopper"", Prototype Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,65,scum,79,3,0,3,0,8,7,5,16,14,"Contracted Scout, Contracted Scout, Trandoshan Slaver"
"2016-05-21","Regional","United States of America","North Carolina",109,66,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","North Carolina",109,67,imperial,78,3,2,0,3,15,10,7,6,6,"""Whisper"", ""Echo"", Sienar Test Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,68,rebel,65,2,2,1,1,15,4,3,10,9,"Dash Rendar, Miranda Doni"
"2016-05-21","Regional","United States of America","North Carolina",109,70,scum,74,3,3,1,2,16,7,7,11,7,"Manaroo, N'dru Suhlak, Guri"
"2016-05-21","Regional","United States of America","North Carolina",109,71,rebel,83,3,3,0,3,17,9,6,9,8,"Poe Dameron (Resistance), Tarn Mison, ""Red Ace"""
"2016-05-21","Regional","United States of America","North Carolina",109,72,scum,69,2,2,2,0,15,5,5,9,8,"Dengar, IG-88C"
"2016-05-21","Regional","United States of America","North Carolina",109,73,rebel,72,4,1,0,4,17,8,8,11,10,"Miranda Doni, Prototype Pilot, Tala Squadron Pilot, Tala Squadron Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,74,rebel,64,2,2,0,2,16,5,4,7,7,"Corran Horn, Miranda Doni"
"2016-05-21","Regional","United States of America","North Carolina",109,75,rebel,92,3,3,0,3,22,9,6,8,10,"Ten Numb, Wedge Antilles, Etahn A'baht"
"2016-05-21","Regional","United States of America","North Carolina",109,76,rebel,71,2,1,2,0,10,6,2,15,11,"Dash Rendar, Lothal Rebel"
"2016-05-21","Regional","United States of America","North Carolina",109,77,rebel,80,3,1,1,2,11,8,4,11,15,"Dash Rendar, Blue Squadron Pilot, Blue Squadron Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,78,rebel,88,4,1,1,3,14,10,8,16,12,"""Chopper"", Tala Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,79,rebel,88,4,2,0,4,20,10,9,10,9,"Poe Dameron (Resistance), Biggs Darklighter, Tala Squadron Pilot, Green Squadron Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,80,rebel,81,3,3,0,3,19,9,6,8,8,"Poe Dameron (Resistance), Ello Asty, Ezra Bridger"
"2016-05-21","Regional","United States of America","North Carolina",109,81,rebel,71,3,3,0,3,23,7,5,10,7,"Wedge Antilles, Horton Salm, Lieutenant Blount"
"2016-05-21","Regional","United States of America","North Carolina",109,82,scum,72,2,2,2,0,17,5,4,11,8,"Dengar, Boba Fett (Firespray-31)"
"2016-05-21","Regional","United States of America","North Carolina",109,83,scum,61,2,2,1,1,16,5,3,9,8,"Zuckuss, Dengar"
"2016-05-21","Regional","United States of America","North Carolina",109,84,rebel,94,4,2,0,4,16,11,6,11,17,"Jake Farrell, Nera Dantels, Blue Squadron Pilot, Blue Squadron Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,85,scum,81,3,3,1,2,23,7,7,11,7,"Dengar, Prince Xizor, N'dru Suhlak"
"2016-05-21","Regional","United States of America","North Carolina",109,86,rebel,66,2,2,1,1,12,6,1,15,10,"Miranda Doni, ""Chopper"""
"2016-05-21","Regional","United States of America","North Carolina",109,87,imperial,78,3,2,1,2,17,9,6,9,9,"""Whisper"", The Inquisitor, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,88,scum,78,3,1,2,1,13,7,5,14,12,"Zuckuss, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","North Carolina",109,89,imperial,83,3,3,2,1,15,8,4,20,9,"Captain Yorr, Captain Oicunn, ""Scourge"""
"2016-05-21","Regional","United States of America","North Carolina",109,90,scum,69,2,2,2,0,15,5,5,9,8,"Dengar, IG-88C"
"2016-05-21","Regional","United States of America","North Carolina",109,91,rebel,88,4,1,1,3,7,10,9,16,12,"""Chopper"", Prototype Pilot, Prototype Pilot, Prototype Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,92,scum,78,3,3,1,2,19,8,4,12,12,"Zuckuss, N'dru Suhlak, Latts Razzi"
"2016-05-21","Regional","United States of America","North Carolina",109,93,rebel,76,3,2,0,3,16,8,6,8,10,"Nera Dantels, Green Squadron Pilot, Poe Dameron (Resistance)"
"2016-05-21","Regional","United States of America","North Carolina",109,95,rebel,79,3,2,1,2,12,8,5,13,9,"Chewbacca (Rebel Alliance), Biggs Darklighter, Bandit Squadron Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,96,rebel,84,3,3,1,2,15,10,4,15,10,"Kanan Jarrus, Biggs Darklighter, Sabine Wren (Attack Shuttle)"
"2016-05-21","Regional","United States of America","North Carolina",109,97,imperial,73,3,2,1,2,19,8,7,10,7,"Omicron Group Pilot, The Inquisitor, Soontir Fel"
"2016-05-21","Regional","United States of America","North Carolina",109,98,scum,74,3,1,0,3,19,9,6,12,3,"Black Sun Ace, Black Sun Ace, Talonbane Cobra"
"2016-05-21","Regional","United States of America","North Carolina",109,99,scum,70,4,2,0,4,18,7,7,13,8,"Kavil, Palob Godalhi, Black Sun Soldier, Black Sun Soldier"
"2016-05-21","Regional","United States of America","North Carolina",109,100,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","North Carolina",109,101,scum,70,2,2,2,0,12,6,4,10,10,"IG-88B, Moralo Eval"
"2016-05-21","Regional","United States of America","North Carolina",109,102,rebel,83,3,3,1,2,14,10,4,15,10,"Ezra Bridger, Kanan Jarrus, Biggs Darklighter"
"2016-05-21","Regional","United States of America","North Carolina",109,103,imperial,71,3,2,1,2,19,7,7,11,8,"Darth Vader, ""Omega Leader"", Omicron Group Pilot"
"2016-05-21","Regional","United States of America","North Carolina",109,104,rebel,72,3,3,0,3,18,7,5,9,8,"Ten Numb, Kyle Katarn, Ezra Bridger"
"2016-05-21","Regional","United States of America","North Carolina",109,105,imperial,90,5,5,0,5,35,10,15,15,2,"""Howlrunner"", ""Youngster"", ""Mauler Mithel"", ""Omega Ace"", ""Zeta Leader"""
"2016-05-21","Regional","United States of America","North Carolina",109,106,scum,73,4,2,0,4,13,7,6,16,9,"Kavil, Torkil Mux, Syndicate Thug, Binayre Pirate"
"2016-05-21","Regional","United States of America","North Carolina",109,107,rebel,81,3,3,1,2,16,10,4,14,10,"Hera Syndulla (VCX-100), Sabine Wren (Attack Shuttle), Ezra Bridger"
"2016-05-21","Regional","United States of America","North Carolina",109,111,rebel,74,3,3,0,3,21,6,7,9,5,"Jake Farrell, Wes Janson, Kyle Katarn"
"2016-05-21","Regional","United States of America","North Carolina",109,112,imperial,74,3,3,1,2,24,8,7,11,6,"Captain Kagi, Carnor Jax, ""Omega Leader"""
"2016-05-21","Other","Canada","Manitoba",6,1,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Other","Canada","Manitoba",6,2,rebel,83,3,3,1,2,14,10,4,15,10,"Ezra Bridger, Kanan Jarrus, Biggs Darklighter"
"2016-05-21","Other","Canada","Manitoba",6,3,rebel,73,3,1,1,2,8,8,2,20,12,"Gold Squadron Pilot, Gold Squadron Pilot, ""Chopper"""
"2016-05-21","Other","Canada","Manitoba",6,4,scum,78,3,1,2,1,13,7,5,14,12,"Zuckuss, Contracted Scout, Contracted Scout"
"2016-05-21","Other","Canada","Manitoba",6,5,rebel,76,2,2,2,0,10,5,3,13,10,"Chewbacca (Rebel Alliance), ""Leebo"""
"2016-05-21","Other","Canada","Manitoba",6,6,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-05-21","Other","United States of America","Alabama",10,1,imperial,81,3,3,0,3,26,7,9,8,4,"Soontir Fel, Darth Vader, The Inquisitor"
"2016-05-21","Other","United States of America","Alabama",10,2,imperial,78,4,1,1,3,19,9,10,14,7,"Darth Vader, Black Squadron Pilot, Black Squadron Pilot, Omicron Group Pilot"
"2016-05-21","Other","United States of America","Alabama",10,3,imperial,90,4,1,1,3,14,10,11,15,6,"Bounty Hunter, Epsilon Squadron Pilot, Soontir Fel, Epsilon Squadron Pilot"
"2016-05-21","Other","United States of America","Alabama",10,4,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Other","United States of America","Alabama",10,5,rebel,85,4,1,1,3,21,9,7,14,11,"Tala Squadron Pilot, Tala Squadron Pilot, Tala Squadron Pilot, Han Solo (Rebel Alliance)"
"2016-05-21","Other","United States of America","Alabama",10,7,rebel,100,5,0,0,5,10,14,6,14,22,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Bandit Squadron Pilot"
"2016-05-21","Other","United States of America","Alabama",10,8,scum,78,3,1,2,1,13,7,5,14,12,"Contracted Scout, Contracted Scout, Zuckuss"
"2016-05-21","Other","United States of America","Alabama",10,9,imperial,88,2,2,2,0,12,6,0,24,8,"Captain Oicunn, Rear Admiral Chiraneau"
"2016-05-21","Other","United States of America","Alabama",10,10,scum,78,3,1,2,1,12,7,4,16,13,"Trandoshan Slaver, Kavil, Contracted Scout"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,0,scum,77,2,2,2,0,15,6,4,12,8,"Kath Scarlet (Firespray-31), Boba Fett (Firespray-31)"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,1,rebel,84,4,0,0,4,8,11,4,14,18,"Gold Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,2,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,3,rebel,84,4,0,0,4,8,11,4,14,18,"Gold Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,4,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,5,imperial,92,5,2,0,5,24,11,15,15,3,"Zeta Squadron Pilot, Zeta Squadron Pilot, Epsilon Squadron Pilot, ""Howlrunner"", Soontir Fel"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,6,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,7,rebel,83,3,1,0,3,16,9,5,8,13,"Corran Horn, Dagger Squadron Pilot, Dagger Squadron Pilot"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,8,imperial,89,4,3,1,3,24,11,10,14,5,"Soontir Fel, Turr Phennir, ""Dark Curse"", Omicron Group Pilot"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,9,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,10,rebel,85,3,3,0,3,22,9,6,9,7,"Wedge Antilles, Biggs Darklighter, Poe Dameron (Resistance)"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,11,rebel,88,2,2,2,0,14,6,2,16,10,"Chewbacca (Rebel Alliance), Han Solo (Rebel Alliance)"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,12,scum,74,2,2,2,0,13,6,5,10,8,"IG-88B, Kath Scarlet (Firespray-31)"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,14,rebel,92,4,0,0,4,12,12,4,12,20,"Dagger Squadron Pilot, Dagger Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,15,rebel,77,2,2,1,1,13,6,4,10,8,"Corran Horn, Chewbacca (Rebel Alliance)"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,16,rebel,76,4,0,0,4,8,9,4,18,14,"Blue Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot"
"2016-05-21","Regional","Brazil","Rio Grande do Norte",18,17,imperial,93,3,1,2,1,15,9,7,15,8,"Soontir Fel, Bounty Hunter, Bounty Hunter"
"2015-02-08","Store championship","United States of America","Vermont",7,2,imperial,78,2,2,1,1,15,7,2,14,6,"Rear Admiral Chiraneau, ""Whisper"""
"2015-02-08","Store championship","United States of America","Vermont",7,3,imperial,75,2,2,1,1,17,5,3,15,6,"Rear Admiral Chiraneau, Darth Vader"
"2015-02-08","Store championship","United States of America","Vermont",7,4,imperial,79,3,1,1,2,11,9,6,14,6,"Bounty Hunter, Scimitar Squadron Pilot, ""Echo"""
"2015-02-08","Store championship","United States of America","Vermont",7,5,rebel,90,5,0,0,5,10,13,7,13,19,"Bandit Squadron Pilot, Bandit Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,0,imperial,74,3,3,0,3,23,7,8,11,2,"The Inquisitor, Soontir Fel, Captain Jonus"
"2016-05-21","Regional","United States of America","Oregon",59,0,imperial,69,3,2,1,2,19,8,7,11,6,"Omicron Group Pilot, ""Omega Leader"", Soontir Fel"
"2016-05-21","Regional","United States of America","Oregon",59,0,scum,78,3,1,2,1,13,7,5,14,12,"Zuckuss, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Oregon",59,0,rebel,85,3,3,0,3,21,9,6,9,7,"Biggs Darklighter, Wes Janson, Poe Dameron (Resistance)"
"2016-05-21","Regional","United States of America","Oregon",59,0,imperial,73,3,2,1,2,19,8,7,10,7,"The Inquisitor, Soontir Fel, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,0,rebel,71,2,1,2,0,10,6,2,15,11,"Lothal Rebel, Dash Rendar"
"2016-05-21","Regional","United States of America","Oregon",59,0,rebel,86,4,3,0,4,21,9,8,12,7,"Biggs Darklighter, Roark Garnet, Tala Squadron Pilot, Wes Janson"
"2016-05-21","Regional","United States of America","Oregon",59,0,imperial,82,4,3,1,3,22,10,10,14,6,"""Omega Leader"", Omicron Group Pilot, ""Wampa"", Carnor Jax"
"2016-05-21","Regional","United States of America","Oregon",59,1,scum,75,3,2,1,2,13,6,7,13,6,"Palob Godalhi, Contracted Scout, Guri"
"2016-05-21","Regional","United States of America","Oregon",59,3,rebel,90,5,0,0,5,10,10,5,25,15,"Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,4,scum,79,3,0,3,0,8,7,5,16,14,"Contracted Scout, Contracted Scout, Trandoshan Slaver"
"2016-05-21","Regional","United States of America","Oregon",59,5,imperial,77,3,3,1,2,19,9,6,10,8,"""Omega Leader"", Captain Yorr, ""Whisper"""
"2016-05-21","Regional","United States of America","Oregon",59,6,imperial,82,4,1,1,3,11,9,9,21,4,"Rear Admiral Chiraneau, Academy Pilot, Academy Pilot, Academy Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,7,imperial,89,5,3,0,5,29,10,15,15,2,"Darth Vader, ""Howlrunner"", ""Wampa"", Black Squadron Pilot, Black Squadron Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,8,imperial,78,3,3,1,2,21,7,7,10,9,"Darth Vader, The Inquisitor, Captain Yorr"
"2016-05-21","Regional","United States of America","Oregon",59,9,rebel,88,3,0,2,1,8,10,1,25,15,"Gold Squadron Pilot, Lothal Rebel, Lothal Rebel"
"2016-05-21","Regional","United States of America","Oregon",59,10,imperial,78,3,3,0,3,25,8,9,8,2,"The Inquisitor, Carnor Jax, Soontir Fel"
"2016-05-21","Regional","United States of America","Oregon",59,11,imperial,74,3,2,1,2,19,9,7,11,5,"Omicron Group Pilot, Carnor Jax, Soontir Fel"
"2016-05-21","Regional","United States of America","Oregon",59,12,scum,96,5,1,0,5,21,13,10,16,7,"Black Sun Ace, Black Sun Ace, Black Sun Ace, Kaa'to Leeachos, Binayre Pirate"
"2016-05-21","Regional","United States of America","Oregon",59,13,rebel,83,3,3,0,3,20,9,5,9,9,"Biggs Darklighter, Keyan Farlander, Wes Janson"
"2016-05-21","Regional","United States of America","Oregon",59,14,rebel,69,2,2,1,1,15,6,1,15,10,"Hera Syndulla (VCX-100), Miranda Doni"
"2016-05-21","Regional","United States of America","Oregon",59,15,scum,76,4,0,2,2,12,8,8,14,12,"Contracted Scout, Contracted Scout, Black Sun Soldier, Black Sun Soldier"
"2016-05-21","Regional","United States of America","Oregon",59,16,rebel,81,3,2,0,3,17,7,7,9,9,"Miranda Doni, Corran Horn, Prototype Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,17,scum,79,3,0,3,0,8,7,5,16,14,"Trandoshan Slaver, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Oregon",59,18,imperial,76,3,3,1,2,21,8,7,10,7,"Captain Yorr, The Inquisitor, Soontir Fel"
"2016-05-21","Regional","United States of America","Oregon",59,19,scum,78,3,1,2,1,13,7,5,14,12,"Contracted Scout, Contracted Scout, Zuckuss"
"2016-05-21","Regional","United States of America","Oregon",59,20,scum,74,3,1,2,1,13,6,5,15,11,"Kavil, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Oregon",59,21,imperial,79,4,2,1,3,15,11,10,14,5,"""Wampa"", Alpha Squadron Pilot, Carnor Jax, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,22,rebel,91,3,3,1,2,17,10,4,16,10,"""Chopper"", Biggs Darklighter, Wes Janson"
"2016-05-21","Regional","United States of America","Oregon",59,23,scum,76,4,3,0,4,19,8,7,12,9,"Binayre Pirate, Palob Godalhi, 4-LOM, N'dru Suhlak"
"2016-05-21","Regional","United States of America","Oregon",59,24,scum,69,3,1,2,1,9,5,6,14,9,"Torkil Mux, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Oregon",59,25,scum,79,3,0,3,0,8,7,5,16,14,"Trandoshan Slaver, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Oregon",59,26,rebel,81,3,3,0,3,23,8,5,11,7,"Wedge Antilles, Wes Janson, ""Dutch"" Vander"
"2016-05-21","Regional","United States of America","Oregon",59,27,imperial,77,3,2,1,2,20,8,7,11,7,"Darth Vader, Soontir Fel, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,28,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
